Pořadové číslo,Název obce,Počet obyvatel,ZUJ,IČO,Kategorie,Okres,ZUJ okres,Kraj,Základní působnost,Matriční úřad,ZUJ MÚ,Stavební úřad,ZUJ SÚ,POÚ,ZUJ POÚ,ORP,ZUJ ORP,VÚ,SM,ZP,MÚ,SÚ,PÚ,RP,OK,F2,F3,Vidimace,Czech POINT,SO MÚ,SO SÚ,SO POÚ,SO ORP,Počet obyvatel okresu,Počet obcí MÚ,Počet obcí SÚ,Počet obcí POÚ,Počet obcí ORP,Počet obcí okresu,NUTS 2,Poznámka 1
2256,Kozly,143,546232,00831522,obec,Česká Lípa,561380,Liberecký kraj,Kozly,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2257,Kozly,129,530557,47786671,obec,Louny,565971,Ústecký kraj,Kozly,Libčeves,566349,Louny,565971,Louny,565971,Louny,565971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2258,Kozmice,286,529940,00232017,obec,Benešov,529303,Středočeský kraj,Kozmice,Benešov,529303,Benešov,529303,Benešov,529303,Benešov,529303,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2259,Kozmice,1868,547182,00849961,obec,Opava,505927,Moravskoslezský kraj,Kozmice,Hlučín,507016,Hlučín,507016,Hlučín,507016,Hlučín,507016,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2260,Kozojedy,731,533432,00235491,obec,Praha-východ,999001,Středočeský kraj,Kozojedy,Kostelec nad Černými Lesy,533416,Kostelec nad Černými Lesy,533416,Kostelec nad Černými Lesy,533416,Říčany,538728,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2261,Kozojedy,96,565385,00639877,obec,Rakovník,541656,Středočeský kraj,Kozojedy,Řevničov,542351,Nové Strašecí,542164,Nové Strašecí,542164,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2262,Kozojedy,586,559041,00257931,obec,Plzeň-sever,888002,Plzeňský kraj,Kozojedy,Kralovice,559075,Kralovice,559075,Kralovice,559075,Kralovice,559075,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2263,Kozojedy,192,572136,00578410,obec,Jičín,572659,Královéhradecký kraj,Kozojedy,Vysoké Veselí,573809,Vysoké Veselí,573809,Jičín,572659,Jičín,572659,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2264,Kozojídky,509,586285,00488861,obec,Hodonín,586021,Jihomoravský kraj,Kozojídky,Hroznová Lhota,586188,Veselí nad Moravou,586722,Veselí nad Moravou,586722,Veselí nad Moravou,586722,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2265,Kozolupy,1012,559059,00257940,obec,Plzeň-sever,888002,Plzeňský kraj,Kozolupy,Město Touškov,559211,Město Touškov,559211,Město Touškov,559211,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2266,Kozomín,382,571792,00662283,obec,Mělník,534676,Středočeský kraj,Kozomín,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2267,Kožichovice,386,545309,48527416,obec,Třebíč,590266,Kraj Vysočina,Kožichovice,Třebíč,590266,Třebíč,590266,Třebíč,590266,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2268,Kožlany,1393,559067,00257958,město,Plzeň-sever,888002,Plzeňský kraj,Kožlany,Kožlany,559067,Kralovice,559075,Kralovice,559075,Kralovice,559075,0,0,1,1,0,0,0,0,0,0,1,1,1466,,,,,2,,,,,Jihozápad,matrika
2269,Kožlí,52,561550,00582948,obec,Písek,549240,Jihočeský kraj,Kožlí,Orlík nad Vltavou,549681,Mirovice,549592,Mirovice,549592,Písek,549240,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2270,Kožlí,795,568902,00267678,obec,Havlíčkův Brod,568414,Kraj Vysočina,Kožlí,Ledeč nad Sázavou,568988,Ledeč nad Sázavou,568988,Ledeč nad Sázavou,568988,Světlá nad Sázavou,569569,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2271,Kožušany-Tážaly,847,503304,00299065,obec,Olomouc,500496,Olomoucký kraj,Kožušany-Tážaly,Olomouc,500496,Olomouc,500496,Olomouc,500496,Olomouc,500496,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2272,Kožušice,109,593184,00372498,obec,Vyškov,592889,Jihomoravský kraj,Kožušice,Brankovice,592927,Bučovice,592943,Bučovice,592943,Bučovice,592943,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2273,Krabčice,878,565067,00263834,obec,Litoměřice,564567,Ústecký kraj,Krabčice,Roudnice nad Labem,565555,Roudnice nad Labem,565555,Roudnice nad Labem,565555,Roudnice nad Labem,565555,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2274,Kraborovice,93,548618,00579904,obec,Havlíčkův Brod,568414,Kraj Vysočina,Kraborovice,Chotěboř,568759,Golčův Jeníkov,568635,Chotěboř,568759,Chotěboř,568759,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2275,Krahulčí,644,587435,00286168,obec,Jihlava,586846,Kraj Vysočina,Krahulčí,Telč,588024,Telč,588024,Telč,588024,Telč,588024,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2276,Krahulov,261,550710,00377961,obec,Třebíč,590266,Kraj Vysočina,Krahulov,Třebíč,590266,Třebíč,590266,Třebíč,590266,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2277,Krajková,900,560456,00259411,obec,Sokolov,560286,Karlovarský kraj,Krajková,Habartov,560359,Sokolov,560286,Sokolov,560286,Sokolov,560286,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2278,Krajníčko,91,536342,00667587,obec,Strakonice,550787,Jihočeský kraj,Krajníčko,Bavorov,550809,Vodňany,551953,Vodňany,551953,Vodňany,551953,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2279,Krakov,133,565351,00639885,obec,Rakovník,541656,Středočeský kraj,Krakov,Slabce,542415,Rakovník,541656,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2280,Krakovany,784,533441,00235504,obec,Kolín,533165,Středočeský kraj,Krakovany,Týnec nad Labem,533807,Týnec nad Labem,533807,Týnec nad Labem,533807,Kolín,533165,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2281,Krakovec,76,565369,00639893,obec,Rakovník,541656,Středočeský kraj,Krakovec,Slabce,542415,Rakovník,541656,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2282,Kralice na Hané,1488,589659,00288390,městys,Prostějov,589250,Olomoucký kraj,Kralice na Hané,Kralice na Hané,589659,Prostějov,589250,Prostějov,589250,Prostějov,589250,0,0,1,1,0,0,0,0,0,0,1,1,3088,,,,,5,,,,,Střední Morava,matrika
2283,Kralice nad Oslavou,980,590941,00289698,obec,Třebíč,590266,Kraj Vysočina,Kralice nad Oslavou,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2284,Králíky,381,570192,00268950,obec,Hradec Králové,569810,Královéhradecký kraj,Králíky,Nový Bydžov,570508,Nový Bydžov,570508,Nový Bydžov,570508,Nový Bydžov,570508,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2285,Králíky,4444,580481,00279072,město,Ústí nad Orlicí,579891,Pardubický kraj,Králíky,Králíky,580481,Králíky,580481,Králíky,580481,Králíky,580481,0,0,1,1,1,1,1,0,0,0,1,1,5833,5833,8910,8910,,4,4,5,5,,Severovýchod,matrika
2286,Králova Lhota,203,549525,00249785,obec,Písek,549240,Jihočeský kraj,Králova Lhota,Orlík nad Vltavou,549681,Mirovice,549592,Mirovice,549592,Písek,549240,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2287,Králova Lhota,223,576409,00275000,obec,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Králova Lhota,České Meziříčí,576212,Opočno,576590,Opočno,576590,Dobruška,576271,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2288,Královec,189,530808,47465549,obec,Trutnov,579025,Královéhradecký kraj,Královec,Žacléř,579874,Žacléř,579874,Žacléř,579874,Trutnov,579025,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2289,Kralovice,3502,559075,00257966,město,Plzeň-sever,888002,Plzeňský kraj,Kralovice,Kralovice,559075,Kralovice,559075,Kralovice,559075,Kralovice,559075,0,0,1,1,1,1,1,0,0,0,1,1,6098,9762,9762,22283,,18,25,25,44,,Jihozápad,matrika
2290,Královice,164,535109,00640433,obec,Kladno,532053,Středočeský kraj,Královice,Zlonice,533114,Zlonice,533114,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2291,Královské Poříčí,852,560464,00259420,obec,Sokolov,560286,Karlovarský kraj,Královské Poříčí,Sokolov,560286,Sokolov,560286,Sokolov,560286,Sokolov,560286,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2292,Kralupy nad Vltavou,17855,534951,00236977,město,Mělník,534676,Středočeský kraj,Kralupy nad Vltavou,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,0,0,1,1,1,1,1,0,0,0,1,1,22996,25664,30399,30399,,10,12,18,18,,Střední Čechy,matrika
2293,Králův Dvůr,7266,533203,00509701,město,Beroun,531057,Středočeský kraj,Králův Dvůr,Králův Dvůr,533203,Králův Dvůr,533203,Beroun,531057,Beroun,531057,0,0,1,1,1,0,0,0,0,0,1,1,9730,16217,,,,6,18,,,,Střední Čechy,matrika
2294,Kramolín,117,557943,00256811,obec,Plzeň-jih,888001,Plzeňský kraj,Kramolín,Nepomuk,558109,Nepomuk,558109,Nepomuk,558109,Nepomuk,558109,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2295,Kramolín,120,590959,00377970,obec,Třebíč,590266,Kraj Vysočina,Kramolín,Mohelno,591173,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2296,Kramolna,1067,574546,00273147,obec,Náchod,573868,Královéhradecký kraj,Kramolna,Náchod,573868,Náchod,573868,Náchod,573868,Náchod,573868,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2297,Kraselov,219,551261,00251364,obec,Strakonice,550787,Jihočeský kraj,Kraselov,Strakonice,550787,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2298,Krásensko,418,593192,00291927,obec,Vyškov,592889,Jihomoravský kraj,Krásensko,Krásensko,593192,Vyškov,592889,Vyškov,592889,Vyškov,592889,0,0,1,1,0,0,0,0,0,0,1,1,418,,,,,1,,,,,Jihovýchod,matrika
2299,Krasíkov,322,580490,00485535,obec,Ústí nad Orlicí,579891,Pardubický kraj,Krasíkov,Tatenice,581046,Tatenice,581046,Lanškroun,580511,Lanškroun,580511,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2300,Krasíkovice,117,561371,00583472,obec,Pelhřimov,547492,Kraj Vysočina,Krasíkovice,Pelhřimov,547492,Pelhřimov,547492,Pelhřimov,547492,Pelhřimov,547492,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2301,Kraslice,6932,560472,00259438,město,Sokolov,560286,Karlovarský kraj,Kraslice,Kraslice,560472,Kraslice,560472,Kraslice,560472,Kraslice,560472,0,0,1,1,1,1,1,0,0,0,1,1,7753,13705,13705,13705,,3,8,8,8,,Severozápad,matrika
2302,Krásná,538,538795,00572675,obec,Cheb,554481,Karlovarský kraj,Krásná,Aš,554499,Aš,554499,Aš,554499,Aš,554499,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
2303,Krásná,640,549673,00577022,obec,Frýdek-Místek,598003,Moravskoslezský kraj,Krásná,Raškovice,549665,Raškovice,549665,Frýdek-Místek,598003,Frýdek-Místek,598003,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2304,Krásná Hora,526,568929,00267694,obec,Havlíčkův Brod,568414,Kraj Vysočina,Krásná Hora,Lipnice nad Sázavou,569046,Havlíčkův Brod,568414,Havlíčkův Brod,568414,Havlíčkův Brod,568414,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2305,Krásná Hora nad Vltavou,1118,540552,00242535,město,Příbram,539911,Středočeský kraj,Krásná Hora nad Vltavou,Krásná Hora nad Vltavou,540552,Kamýk nad Vltavou,540439,Sedlčany,541281,Sedlčany,541281,0,0,1,1,0,0,0,0,0,0,1,1,1118,,,,,1,,,,,Střední Čechy,matrika
2306,Krásná Lípa,3567,562611,00261459,město,Děčín,562335,Ústecký kraj,Krásná Lípa,Krásná Lípa,562611,Rumburk,562777,Rumburk,562777,Rumburk,562777,0,0,1,1,0,0,0,0,0,0,1,1,3665,,,,,2,,,,,Severozápad,matrika
2307,Krásná Ves,208,536164,00238147,obec,Mladá Boleslav,535419,Středočeský kraj,Krásná Ves,Katusice,536008,Mladá Boleslav,535419,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2308,Krásné,107,595896,00599506,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Krásné,Sněžné,596787,Nové Město na Moravě,596230,Nové Město na Moravě,596230,Nové Město na Moravě,596230,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2309,Krásné,165,571652,00270326,obec,Chrudim,571164,Pardubický kraj,Krásné,Nasavrky,571911,Nasavrky,571911,Nasavrky,571911,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2310,Krásné Údolí,421,555304,00573256,město,Karlovy Vary,554961,Karlovarský kraj,Krásné Údolí,Toužim,555657,Toužim,555657,Toužim,555657,Karlovy Vary,554961,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2311,Krásněves,275,595900,00545210,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Krásněves,Radostín nad Oslavou,596574,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2312,Krásno,736,538337,00573167,město,Sokolov,560286,Karlovarský kraj,Krásno,Horní Slavkov,560367,Horní Slavkov,560367,Horní Slavkov,560367,Sokolov,560286,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2313,Krásný Dvůr,684,566306,00265071,obec,Louny,565971,Ústecký kraj,Krásný Dvůr,Podbořany,566616,Podbořany,566616,Podbořany,566616,Podbořany,566616,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
2314,Krásný Les,305,578045,00872067,obec,Karlovy Vary,554961,Karlovarský kraj,Krásný Les,Ostrov,555428,Ostrov,555428,Ostrov,555428,Ostrov,555428,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
2315,Krásný Les,428,564168,00672009,obec,Liberec,563889,Liberecký kraj,Krásný Les,Frýdlant,564028,Frýdlant,564028,Frýdlant,564028,Frýdlant,564028,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2316,Krasonice,202,587443,00373796,obec,Jihlava,586846,Kraj Vysočina,Krasonice,Nová Říše,587591,Nová Říše,587591,Telč,588024,Telč,588024,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2317,Krasov,351,597511,00296121,obec,Bruntál,597180,Moravskoslezský kraj,Krasov,Krnov,597520,Krnov,597520,Krnov,597520,Krnov,597520,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2318,Krasová,312,581780,00637335,obec,Blansko,581283,Jihomoravský kraj,Krasová,Jedovnice,581682,Jedovnice,581682,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2319,Krašlovice,147,536806,00667595,obec,Strakonice,550787,Jihočeský kraj,Krašlovice,Vodňany,551953,Vodňany,551953,Vodňany,551953,Vodňany,551953,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2320,Krašovice,390,559083,00572888,obec,Plzeň-sever,888002,Plzeňský kraj,Krašovice,Horní Bříza,558885,Třemošná,559521,Třemošná,559521,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2321,Krátká Ves,146,568937,00267708,obec,Havlíčkův Brod,568414,Kraj Vysočina,Krátká Ves,Havlíčkův Brod,568414,Havlíčkův Brod,568414,Havlíčkův Brod,568414,Havlíčkův Brod,568414,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2322,Kratochvilka,460,583235,00488186,obec,Brno-venkov,777001,Jihomoravský kraj,Kratochvilka,Rosice,583782,Rosice,583782,Rosice,583782,Rosice,583782,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2323,Kratonohy,586,570206,00268968,obec,Hradec Králové,569810,Královéhradecký kraj,Kratonohy,Praskačka,570656,Hradec Králové,569810,Hradec Králové,569810,Hradec Králové,569810,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2324,Krátošice,98,560634,00582484,obec,Tábor,552046,Jihočeský kraj,Krátošice,Choustník,552470,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2325,Kratušín,50,537136,00583049,obec,Prachatice,550094,Jihočeský kraj,Kratušín,Husinec,550230,Prachatice,550094,Prachatice,550094,Prachatice,550094,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
2326,Kravaře,812,561720,00260657,obec,Česká Lípa,561380,Liberecký kraj,Kravaře,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2327,Kravaře,6762,507580,00300292,město,Opava,505927,Moravskoslezský kraj,Kravaře,Kravaře,507580,Kravaře,507580,Kravaře,507580,Kravaře,507580,0,0,1,1,1,1,1,0,0,0,1,1,6762,9934,21324,21324,,1,2,9,9,,Moravskoslezsko,matrika
2328,Kravsko,548,594261,00292982,obec,Znojmo,593711,Jihomoravský kraj,Kravsko,Kravsko,594261,Znojmo,593711,Znojmo,593711,Znojmo,593711,0,0,1,1,0,0,0,0,0,0,1,1,1956,,,,,4,,,,,Jihovýchod,matrika
2329,Krčmaň,466,552437,00575640,obec,Olomouc,500496,Olomoucký kraj,Krčmaň,Velký Týnec,505650,Velký Týnec,505650,Olomouc,500496,Olomouc,500496,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2330,Krejnice,77,536954,00667617,obec,Strakonice,550787,Jihočeský kraj,Krejnice,Katovice,551201,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2331,Krhanice,916,529958,00232025,obec,Benešov,529303,Středočeský kraj,Krhanice,Týnec nad Sázavou,530841,Týnec nad Sázavou,530841,Týnec nad Sázavou,530841,Benešov,529303,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2332,Krhov,147,581798,00636762,obec,Blansko,581283,Jihomoravský kraj,Krhov,Lysice,582018,Boskovice,581372,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2333,Krhov,196,590967,00377988,obec,Třebíč,590266,Kraj Vysočina,Krhov,Hrotovice,590673,Hrotovice,590673,Hrotovice,590673,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2334,Krhová,1998,500062,1265750,obec,Vsetín,541630,Zlínský kraj,Krhová,Valašské Meziříčí,545058,Valašské Meziříčí,545058,Valašské Meziříčí,545058,Valašské Meziříčí,545058,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
2335,Krhovice,523,594270,00600431,obec,Znojmo,593711,Jihomoravský kraj,Krhovice,Hodonice,594067,Hodonice,594067,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
2336,Krchleby,400,534153,00236179,obec,Kutná Hora,533955,Středočeský kraj,Krchleby,Čáslav,534005,Čáslav,534005,Čáslav,534005,Čáslav,534005,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2337,Krchleby,754,537390,00239348,obec,Nymburk,537004,Středočeský kraj,Krchleby,Nymburk,537004,Nymburk,537004,Nymburk,537004,Nymburk,537004,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2338,Krchleby,184,569372,00636029,obec,Šumperk,523704,Olomoucký kraj,Krchleby,Mohelnice,540471,Mohelnice,540471,Mohelnice,540471,Mohelnice,540471,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
2339,Krchleby,91,548685,00579190,obec,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Krchleby,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2340,Krmelín,2198,598348,00296848,obec,Frýdek-Místek,598003,Moravskoslezský kraj,Krmelín,Brušperk,598038,Brušperk,598038,Frýdek-Místek,598003,Frýdek-Místek,598003,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
2341,Krňany,388,529974,00232041,obec,Benešov,529303,Středočeský kraj,Krňany,Týnec nad Sázavou,530841,Týnec nad Sázavou,530841,Týnec nad Sázavou,530841,Benešov,529303,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
2342,Krnov,24518,597520,00296139,město,Bruntál,597180,Moravskoslezský kraj,Krnov,Krnov,597520,Krnov,597520,Krnov,597520,Krnov,597520,0,0,1,1,1,1,1,0,0,0,1,1,26713,30554,30554,41680,,5,9,9,25,,Moravskoslezsko,matrika
2343,Krnsko,560,536172,00238155,obec,Mladá Boleslav,535419,Středočeský kraj,Krnsko,Krnsko,536172,Mladá Boleslav,535419,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,1,0,0,0,0,0,0,1,1,1881,,,,,4,,,,,Střední Čechy,matrika
2344,Krokočín,199,590975,00377996,obec,Třebíč,590266,Kraj Vysočina,Krokočín,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,Náměšť nad Oslavou,591211,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
2345,Kroměříž,28926,588296,00287351,město,Kroměříž,588296,Zlínský kraj,Kroměříž,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,0,0,1,1,1,1,1,1,0,0,1,1,34727,34727,43604,69780,106995,12,12,24,46,79,Střední Morava,matrika
2346,Krompach,151,561738,00673421,obec,Česká Lípa,561380,Liberecký kraj,Krompach,Cvikov,561479,Cvikov,561479,Cvikov,561479,Nový Bor,561860,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
2347,Kropáčova Vrutice,896,536181,00238163,obec,Mladá Boleslav,535419,Středočeský kraj,Kropáčova Vrutice,Kropáčova Vrutice,536181,Mladá Boleslav,535419,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,1,0,0,0,0,0,0,1,1,1083,,,,,2,,,,,Střední Čechy,matrika
2348,Kroučová,264,541940,00243931,obec,Rakovník,541656,Středočeský kraj,Kroučová,Řevničov,542351,Nové Strašecí,542164,Nové Strašecí,542164,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
2349,Krouna,1351,571661,00270334,obec,Chrudim,571164,Pardubický kraj,Krouna,Hlinsko,571393,Hlinsko,571393,Hlinsko,571393,Hlinsko,571393,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
2350,Krsy,233,559091,00257982,obec,Plzeň-sever,888002,Plzeňský kraj,Krsy,Úterý,559571,Všeruby,559628,Všeruby,559628,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
2351,Krtov,141,563030,00666980,obec,Tábor,552046,Jihočeský kraj,Krtov,Choustník,552470,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
2352,Krty,109,598500,00639907,obec,Rakovník,541656,Středočeský kraj,Krty,Jesenice,541834,Jesenice,541834,Jesenice,541834,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Střední Čechy,bez czech pointu
2353,Krty-Hradec,134,536555,00667609,obec,Strakonice,550787,Jihočeský kraj,Krty-Hradec,Katovice,551201,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
2354,Krucemburk,1587,568945,00267716,městys,Havlíčkův Brod,568414,Kraj Vysočina,Krucemburk,Krucemburk,568945,Ždírec nad Doubravou,569780,Chotěboř,568759,Chotěboř,568759,0,0,1,1,0,0,0,0,0,0,1,1,1587,,,,,1,,,,,Jihovýchod,matrika
